@RELATION pnts-dense
@ATTRIBUTE root~0~6~0~combined NUMERIC
@ATTRIBUTE gas_tank~1~6~0~combined NUMERIC
@ATTRIBUTE handle~2~6~0~combined NUMERIC
@ATTRIBUTE light~3~6~0~combined NUMERIC
@ATTRIBUTE seat~4~6~0~combined NUMERIC
@ATTRIBUTE whyeel~5~6~0~combined NUMERIC
@ATTRIBUTE other...~6~6~0~combined NUMERIC
@DATA
0.00,0.38,0.34,0.50,0.61,0.31,0.00
0.00,0.29,0.26,0.38,0.32,0.25,0.00
0.00,0.25,0.18,0.27,0.25,0.18,0.00
0.00,0.45,0.41,0.59,0.49,0.43,0.00
0.00,0.31,0.28,0.41,0.34,0.53,0.00
0.00,0.31,0.28,0.41,0.34,0.26,0.00
0.00,0.16,0.15,0.22,0.18,0.99,0.00
0.00,0.13,0.12,0.17,0.14,0.70,0.00
0.00,0.14,0.12,0.18,0.17,0.90,0.00
0.00,0.45,0.11,0.16,0.18,0.10,0.00
0.00,0.38,0.37,0.41,0.34,0.25,0.00
0.00,0.33,0.30,0.44,0.36,0.41,0.00
0.00,0.55,0.49,0.72,0.60,0.45,0.00
0.00,0.24,0.22,0.32,0.27,0.46,0.00
0.00,0.22,0.38,0.26,0.21,0.15,0.00
0.00,0.24,0.22,0.32,0.26,0.91,0.00
0.00,0.19,0.17,0.26,0.21,0.87,0.00
0.00,0.27,0.23,0.34,0.28,0.22,0.00
0.00,0.17,0.16,0.23,0.19,0.96,0.00
0.00,0.17,0.16,0.23,0.19,0.90,0.00
0.00,0.13,0.12,0.17,0.14,0.15,0.28
0.00,0.20,0.18,0.26,0.22,0.17,0.00
0.00,0.38,0.35,0.50,0.42,0.45,0.00
0.00,0.22,0.20,0.29,0.24,0.22,0.00
0.00,0.18,0.16,0.23,0.19,0.82,0.00
0.00,0.20,0.18,0.27,0.22,0.94,0.00
0.00,0.15,0.14,0.20,0.17,0.96,0.00
0.00,0.22,0.20,0.29,0.24,0.92,0.00
0.00,0.31,0.29,0.42,0.35,0.33,0.00
0.00,0.32,0.29,0.43,0.35,0.32,0.00
0.00,0.22,0.20,0.29,0.24,0.19,0.00
0.00,0.19,0.16,0.24,0.21,0.16,0.04
0.00,0.36,0.32,0.47,0.39,0.50,0.00
0.00,0.19,0.17,0.25,0.21,0.93,0.00
0.00,0.23,0.20,0.30,0.25,0.19,0.00
0.00,0.28,0.24,0.36,0.30,0.23,0.00
0.00,0.35,0.32,0.46,0.38,0.82,0.00
0.00,0.08,0.07,0.11,0.09,0.94,0.00
0.00,0.12,0.09,0.13,1.00,0.10,0.00
0.00,0.20,0.14,0.20,0.68,0.14,0.00
0.00,0.18,0.14,0.21,0.57,0.15,0.00
0.00,0.19,0.13,0.20,0.86,0.13,0.00
0.00,0.23,0.18,0.27,0.75,0.19,0.00
0.00,0.19,0.15,0.21,1.00,0.14,0.00
0.00,0.23,0.17,0.26,0.20,0.15,0.00
0.00,0.40,0.35,0.51,0.61,0.32,0.00
0.00,0.21,0.19,0.28,0.23,0.74,0.00
0.00,0.13,0.12,0.18,0.15,0.99,0.00
0.00,0.11,0.10,0.15,0.12,1.00,0.00
0.00,0.22,0.20,0.29,0.24,0.87,0.00
0.00,0.10,0.09,0.13,0.11,0.13,0.43
0.00,0.30,0.27,0.39,0.33,0.82,0.00
0.00,0.22,0.19,0.28,0.24,0.18,0.00
0.00,0.33,0.30,0.44,0.36,0.52,0.00
0.00,0.09,0.09,0.13,0.10,0.14,0.45
0.00,0.30,0.28,0.40,0.34,0.36,0.00
0.00,0.42,0.37,0.55,0.50,0.35,0.00
0.00,0.18,0.14,0.21,0.19,0.14,0.15
0.00,0.19,0.16,0.24,1.00,0.16,0.00
0.00,0.18,0.16,0.23,0.69,0.22,0.00
0.00,0.43,0.25,0.33,0.33,0.20,0.00
0.00,0.35,0.25,0.36,0.39,0.23,0.00
0.00,0.53,0.30,0.44,0.44,0.28,0.00
0.00,0.38,0.28,0.42,0.39,0.26,0.00
0.00,0.39,0.23,0.34,0.39,0.22,0.00
0.00,0.13,0.12,0.18,0.15,0.73,0.00
0.00,0.18,0.16,0.24,0.20,0.74,0.00
0.00,0.50,0.44,0.64,0.55,0.40,0.00
0.00,0.43,0.13,0.18,0.27,0.11,0.00
0.00,0.65,0.42,0.62,0.52,0.38,0.00
0.00,0.21,0.16,0.23,0.21,0.15,0.04
0.00,0.29,0.27,0.39,0.32,0.88,0.00
0.00,0.34,0.30,0.44,0.43,0.35,0.00
0.00,0.24,0.22,0.32,0.26,0.86,0.00
0.00,0.43,0.13,0.19,0.41,0.11,0.00
0.00,0.36,0.30,0.44,0.46,0.28,0.00
0.00,0.16,0.15,0.21,0.18,0.98,0.00
0.00,0.25,0.23,0.33,0.28,0.41,0.00
0.00,0.23,0.21,0.31,0.25,0.57,0.00
0.00,0.26,0.23,0.34,0.29,0.23,0.00
0.00,0.30,0.94,0.40,0.33,0.25,0.00
0.00,0.32,0.29,0.42,0.35,0.27,0.00
0.00,0.27,0.25,0.37,0.30,0.89,0.00
0.00,0.23,0.21,0.30,0.25,0.91,0.00
0.00,0.17,0.15,0.23,0.18,0.88,0.00
0.00,0.17,0.16,0.23,0.19,0.66,0.00
0.00,0.13,0.10,0.14,1.00,0.09,0.00
0.00,0.20,0.17,0.25,0.88,0.17,0.00
0.00,0.27,0.24,0.35,0.69,0.23,0.00
0.00,0.25,0.22,0.33,0.27,0.21,0.00
0.00,0.21,0.19,0.28,0.24,0.20,0.00
0.00,0.22,0.20,0.29,0.24,0.94,0.00
0.00,0.35,0.31,0.46,0.38,0.80,0.00
0.00,0.27,0.24,0.35,0.30,0.23,0.00
0.00,0.29,0.38,0.34,0.27,0.19,0.00
0.00,0.16,0.14,0.20,0.63,0.14,0.00
0.00,0.38,0.34,0.50,0.42,0.33,0.00
0.00,0.51,0.30,0.44,0.36,0.27,0.00
0.00,0.10,0.09,0.13,0.10,0.97,0.00
0.00,0.08,0.07,0.10,0.09,1.00,0.00
0.00,0.49,0.36,0.50,0.43,0.31,0.00
0.00,0.47,0.31,0.45,0.39,0.27,0.00
0.00,0.39,0.05,0.07,0.13,0.05,0.31
0.00,0.25,0.23,0.34,0.28,0.26,0.00
0.00,0.14,0.13,0.18,0.15,0.18,0.22
0.00,0.43,0.24,0.35,0.32,0.22,0.00
0.00,0.06,0.05,0.08,0.06,1.00,0.00
0.00,0.12,0.11,0.16,0.13,0.22,0.27
0.00,0.57,0.72,0.75,0.62,0.47,0.00
0.00,0.16,0.14,0.20,0.17,0.14,0.20
0.00,0.38,0.34,0.50,0.47,0.32,0.00
0.00,0.62,0.50,0.74,0.61,0.46,0.00
0.00,0.19,0.17,0.25,0.21,0.18,0.00
0.00,0.18,0.16,0.24,0.20,0.15,0.06
0.00,0.25,0.21,0.31,0.26,0.20,0.00
0.00,0.16,0.13,0.19,0.18,0.13,0.21
0.00,0.18,0.16,0.23,0.19,0.15,0.08
0.00,0.43,0.39,0.58,0.48,0.78,0.00
0.00,0.37,0.28,0.41,0.39,0.26,0.00
0.00,0.70,0.61,0.89,0.74,0.55,0.00
0.00,0.24,0.22,0.32,0.27,0.92,0.00
0.00,0.22,0.19,0.28,0.23,0.19,0.00
0.00,0.08,0.07,0.11,0.09,0.93,0.00
0.00,0.30,0.24,0.35,0.49,0.23,0.00
0.00,0.14,0.13,0.19,0.16,0.74,0.00
0.00,0.09,0.08,0.12,0.10,0.19,0.42
0.00,0.38,0.35,0.51,0.42,0.44,0.00
0.00,0.23,0.21,0.30,0.25,0.88,0.00
0.00,0.28,0.26,0.38,0.31,0.88,0.00
0.00,0.18,1.00,0.24,0.20,0.15,0.00
0.00,0.28,0.25,0.36,0.31,0.23,0.00
0.00,0.19,0.17,0.25,0.21,0.94,0.00
0.00,0.19,0.13,0.20,0.20,0.13,0.15
0.00,0.15,0.14,0.20,0.19,0.82,0.00
0.00,0.47,0.43,0.62,0.51,0.75,0.00
0.00,0.26,0.23,0.34,0.29,0.22,0.00
0.00,0.34,0.31,0.46,0.38,0.85,0.00
0.00,0.28,0.23,0.33,0.29,0.22,0.00
0.00,0.18,0.16,0.23,0.19,0.95,0.00
0.00,0.45,0.40,0.58,0.50,0.39,0.00
0.00,0.28,0.36,0.35,0.28,0.21,0.00
0.00,0.10,0.95,0.13,0.11,0.08,0.00
0.00,0.40,0.36,0.52,0.43,0.32,0.00
0.00,0.36,0.31,0.45,0.47,0.30,0.00
0.00,0.42,0.38,0.55,0.53,0.34,0.00
0.00,0.32,0.29,0.42,0.35,0.27,0.00
0.00,0.24,0.22,0.32,0.26,0.93,0.00
0.00,0.19,0.17,0.25,0.21,0.95,0.00
0.00,0.35,0.32,0.47,0.39,0.47,0.00
0.00,0.06,0.05,0.07,0.06,1.00,0.00
0.00,0.11,0.10,0.14,0.12,0.10,0.44
0.00,0.22,0.17,0.25,0.22,0.17,0.00
0.00,0.24,0.20,0.30,0.25,0.20,0.00
0.00,0.11,0.10,0.15,0.13,0.97,0.00
0.00,0.50,0.46,0.67,0.56,0.61,0.00
0.00,0.23,0.21,0.31,0.26,0.35,0.00
0.00,0.17,0.15,0.22,0.18,0.86,0.00
0.00,0.23,0.21,0.31,0.26,0.69,0.00
0.00,0.35,0.32,0.46,0.39,0.29,0.00
0.00,0.15,0.14,0.20,0.17,1.00,0.00
0.00,0.32,0.27,0.39,0.34,0.25,0.00
0.00,0.34,0.28,0.40,0.52,0.26,0.00
0.00,0.12,0.11,0.15,0.13,0.95,0.00
0.00,0.23,0.20,0.30,0.25,0.19,0.00
0.00,0.22,0.20,0.29,0.24,0.18,0.00
0.00,0.47,0.42,0.62,0.51,0.58,0.00
0.00,0.14,0.11,0.16,0.12,0.08,0.39
0.00,0.44,0.14,0.19,0.34,0.11,0.00
0.00,0.05,0.05,0.07,0.06,1.00,0.00
0.00,0.24,0.22,0.32,0.27,0.87,0.00
0.00,0.31,0.28,0.41,0.34,0.28,0.00
0.00,0.11,0.10,0.15,0.12,0.99,0.00
0.00,0.14,0.12,0.18,0.15,0.99,0.00
0.00,0.22,0.19,0.28,0.24,0.18,0.00
0.00,0.23,0.20,0.29,0.24,0.25,0.00
0.00,0.19,0.17,0.25,0.20,0.96,0.00
0.00,0.16,0.14,0.21,0.17,0.99,0.00
0.00,0.23,0.21,0.31,0.26,0.21,0.00
0.00,0.26,0.23,0.33,0.37,0.22,0.00
0.00,0.43,0.36,0.53,0.47,0.35,0.00
0.00,0.33,0.28,0.41,0.44,0.29,0.00
0.00,0.28,0.25,0.37,0.30,0.25,0.00
0.00,0.17,0.15,0.23,0.19,0.40,0.00
0.00,0.21,0.19,0.28,0.23,0.22,0.00
0.00,0.53,0.71,0.70,0.58,0.43,0.00
0.00,0.17,0.16,0.23,0.19,0.27,0.00
0.00,0.24,0.21,0.31,0.26,0.93,0.00
0.00,0.19,0.17,0.25,0.22,0.74,0.00
0.00,0.21,0.19,0.27,0.22,0.61,0.00
0.00,0.24,0.21,0.31,0.26,0.21,0.00
0.00,0.31,0.28,0.41,0.34,0.86,0.00
0.00,0.20,0.18,0.26,0.22,0.17,0.00
0.00,0.26,0.24,0.35,0.29,0.32,0.00
0.00,0.15,0.12,0.17,0.35,0.12,0.08
0.00,0.19,0.17,0.25,0.77,0.17,0.00
0.00,0.05,0.04,0.06,0.05,0.05,0.74
0.00,0.57,0.42,0.61,0.60,0.38,0.00
0.00,0.16,0.15,0.21,0.18,0.18,0.13
0.00,0.16,0.13,0.19,1.00,0.12,0.00
0.00,0.29,0.26,0.38,0.32,0.26,0.00
0.00,0.15,0.13,0.19,0.16,0.13,0.24
0.00,0.18,0.16,0.24,0.20,0.69,0.00
0.00,0.48,0.44,0.65,0.53,0.56,0.00
0.00,0.20,0.18,0.26,0.22,0.91,0.00
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.27,0.25,0.36,0.30,0.34,0.00
0.00,0.36,0.27,0.39,0.33,0.26,0.00
0.00,0.13,0.11,0.17,0.14,0.11,0.34
0.00,0.23,0.20,0.30,0.33,0.21,0.00
0.00,0.48,0.43,0.63,0.54,0.41,0.00
0.00,0.16,0.15,0.22,0.18,0.92,0.00
0.00,0.20,0.19,0.27,0.22,0.96,0.00
0.00,0.18,0.16,0.24,0.20,0.25,0.00
0.00,0.14,0.13,0.19,0.15,0.94,0.00
0.00,0.14,0.12,0.18,0.18,0.91,0.00
0.00,0.28,0.24,0.35,0.62,0.23,0.00
0.00,0.16,0.14,0.20,0.17,0.57,0.00
0.00,0.25,0.22,0.33,0.27,0.32,0.00
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.28,0.24,0.35,0.29,0.23,0.00
0.00,0.27,0.21,0.29,0.24,0.18,0.00
0.00,0.18,1.00,0.24,0.20,0.15,0.00
0.00,0.31,0.28,0.41,0.34,0.87,0.00
0.00,0.11,0.10,0.15,0.12,1.00,0.00
0.00,0.32,0.27,0.40,0.51,0.26,0.00
0.00,0.31,0.26,0.37,0.54,0.24,0.00
0.00,0.13,0.12,0.17,0.15,0.97,0.00
0.00,0.32,0.29,0.43,0.36,0.45,0.00
0.00,0.24,0.22,0.32,0.26,0.23,0.00
0.00,0.36,0.33,0.48,0.41,0.64,0.00
0.00,0.36,0.32,0.47,0.39,0.32,0.00
0.00,0.16,0.15,0.21,0.18,0.36,0.00
0.00,0.21,0.18,0.27,0.23,0.22,0.00
0.00,0.42,0.38,0.56,0.46,0.35,0.00
0.00,0.26,0.22,0.33,0.28,0.22,0.00
0.00,0.07,0.06,0.09,0.09,0.85,0.00
0.00,0.21,0.18,0.26,0.22,0.17,0.00
0.00,0.09,0.07,0.10,0.09,0.08,0.56
0.00,0.16,0.15,0.21,0.18,0.98,0.00
0.00,0.41,0.23,0.34,0.37,0.22,0.00
0.00,0.11,0.91,0.14,0.12,0.09,0.00
0.00,0.11,0.10,0.15,0.15,0.93,0.00
0.00,0.24,0.21,0.31,0.26,0.22,0.00
0.00,0.29,0.27,0.39,0.32,0.86,0.00
0.00,0.54,0.49,0.72,0.59,0.55,0.00
0.00,0.10,0.09,0.13,0.11,0.33,0.23
0.00,0.14,0.13,0.19,0.15,0.16,0.23
0.00,0.14,0.13,0.19,0.16,1.00,0.00
0.00,0.25,0.22,0.33,0.27,0.21,0.00
0.00,0.20,0.18,0.27,0.22,0.93,0.00
0.00,0.30,0.27,0.40,0.33,0.27,0.00
0.00,0.14,0.12,0.18,0.15,0.94,0.00
0.00,0.22,0.20,0.29,0.24,0.69,0.00
0.00,0.08,0.07,0.11,0.09,0.92,0.00
0.00,0.17,0.15,0.22,0.19,0.52,0.00
0.00,0.24,0.21,0.31,0.25,0.24,0.00
0.00,0.24,0.22,0.32,0.27,0.93,0.00
0.00,0.16,0.15,0.22,0.18,0.95,0.00
0.00,0.26,0.21,0.28,0.23,0.17,0.00
0.00,0.22,0.20,0.29,0.24,0.92,0.00
0.00,0.16,0.15,0.21,0.18,0.97,0.00
0.00,0.29,0.27,0.39,0.32,0.37,0.00
0.00,0.12,0.11,0.17,0.14,1.00,0.00
0.00,0.34,0.24,0.35,0.32,0.22,0.00
0.00,0.16,0.13,0.20,0.14,0.10,0.27
0.00,0.20,0.18,0.26,0.22,0.20,0.00
0.00,0.36,0.47,0.46,0.37,0.28,0.00
0.00,0.17,0.14,0.21,0.18,0.14,0.16
0.00,0.20,0.19,0.27,0.22,0.95,0.00
0.00,0.29,0.27,0.39,0.33,0.71,0.00
0.00,0.13,0.12,0.17,0.14,0.15,0.29
0.00,0.37,0.32,0.46,0.45,0.32,0.00
0.00,0.33,0.30,0.43,0.36,0.27,0.00
0.00,0.55,0.50,0.73,0.60,0.53,0.00
0.00,0.15,0.13,0.20,0.16,0.85,0.00
0.00,0.14,0.13,0.19,0.15,0.96,0.00
0.00,0.21,0.19,0.27,0.23,0.18,0.00
0.00,0.26,0.22,0.32,0.33,0.23,0.00
0.00,0.22,0.20,0.29,0.24,0.92,0.00
0.00,0.24,0.22,0.32,0.27,0.92,0.00
0.00,0.14,0.12,0.18,0.15,0.51,0.00
0.00,0.20,0.18,0.26,0.22,0.96,0.00
0.00,0.14,0.13,0.19,0.19,0.91,0.00
0.00,0.11,0.10,0.15,0.12,0.14,0.38
0.00,0.26,0.23,0.34,0.28,0.90,0.00
0.00,0.06,0.06,0.09,0.07,0.15,0.57
0.00,0.27,0.25,0.36,0.30,0.90,0.00
0.00,0.33,0.30,0.44,0.36,0.45,0.00
0.00,0.10,0.09,0.14,0.11,0.22,0.33
0.00,0.47,0.23,0.34,0.32,0.22,0.00
0.00,0.36,0.11,0.16,0.20,0.10,0.07
0.00,0.24,0.20,0.29,0.25,0.19,0.00
0.00,0.09,0.08,0.12,0.10,1.00,0.00
0.00,0.19,0.17,0.25,0.21,0.79,0.00
0.00,0.26,0.23,0.34,0.28,0.25,0.00
0.00,0.21,0.19,0.28,0.23,0.85,0.00
0.00,0.19,0.17,0.25,0.21,0.65,0.00
0.00,0.16,0.14,0.21,0.17,0.99,0.00
0.00,0.38,0.24,0.35,0.53,0.22,0.00
0.00,0.16,0.15,0.22,0.18,0.20,0.10
0.00,0.19,0.17,0.25,0.21,0.92,0.00
0.00,0.19,0.17,0.25,0.21,0.77,0.00
0.00,0.33,0.30,0.45,0.36,0.30,0.00
0.00,0.26,0.23,0.34,0.28,0.27,0.00
0.00,0.37,0.28,0.40,0.34,0.26,0.00
0.00,0.18,0.17,0.24,0.20,0.30,0.00
0.00,0.48,0.32,0.45,0.42,0.27,0.00
0.00,0.20,0.15,0.22,0.18,0.16,0.10
0.00,0.26,0.24,0.34,0.28,0.23,0.00
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.39,0.11,0.16,0.25,0.10,0.00
0.00,0.15,0.09,0.14,0.16,0.09,0.36
0.00,0.28,0.17,0.25,0.22,0.17,0.00
0.00,0.21,0.19,0.28,0.23,0.29,0.00
0.00,0.15,0.14,0.20,0.17,0.19,0.16
0.00,0.23,0.21,0.30,0.25,0.29,0.00
0.00,0.32,0.29,0.42,0.35,0.36,0.00
0.00,0.24,0.21,0.31,0.26,0.40,0.00
0.00,0.15,0.13,0.19,0.18,0.92,0.00
0.00,0.21,0.18,0.27,0.23,0.17,0.00
0.00,0.45,0.40,0.59,0.51,0.38,0.00
0.00,0.53,0.18,0.26,0.25,0.16,0.00
0.00,0.23,0.21,0.31,0.26,0.20,0.00
0.00,0.37,0.33,0.49,0.41,0.35,0.00
0.00,0.18,0.16,0.24,0.20,0.91,0.00
0.00,0.13,0.11,0.17,0.14,0.76,0.00
0.00,0.18,0.16,0.24,0.19,0.85,0.00
0.00,0.40,0.17,0.25,0.42,0.16,0.00
0.00,0.28,0.25,0.37,0.30,0.66,0.00
0.00,0.38,0.33,0.48,0.41,0.32,0.00
0.00,0.14,0.13,0.18,0.15,0.95,0.00
0.00,0.55,0.36,0.53,0.47,0.33,0.00
0.00,0.27,0.22,0.31,0.25,0.19,0.00
0.00,0.18,0.16,0.24,0.20,0.16,0.06
0.00,0.18,0.16,0.24,0.20,0.96,0.00
0.00,0.15,0.11,0.17,0.16,0.11,0.30
0.00,0.22,0.20,0.29,0.24,0.49,0.00
0.00,0.15,0.14,0.20,0.16,0.98,0.00
0.00,0.15,0.13,0.19,0.16,0.89,0.00
0.00,0.28,0.25,0.37,0.31,0.73,0.00
0.00,0.28,0.26,0.38,0.31,0.44,0.00
0.00,0.23,0.21,0.30,0.71,0.20,0.00
0.00,0.18,0.11,0.17,0.13,0.10,0.30
0.00,0.28,0.25,0.37,0.31,0.24,0.00
0.00,0.29,0.26,0.38,0.37,0.32,0.00
0.00,0.10,0.09,0.13,0.11,1.00,0.00
0.00,0.28,0.31,0.35,0.28,0.21,0.00
0.00,0.14,0.13,0.19,0.16,0.69,0.00
0.00,0.17,0.15,0.22,0.19,0.92,0.00
0.00,0.19,0.17,0.25,0.20,0.96,0.00
0.00,0.44,0.13,0.18,0.39,0.11,0.00
0.00,0.10,0.09,0.13,0.10,0.09,0.49
0.00,0.15,0.14,0.20,0.17,0.29,0.04
0.00,0.40,0.17,0.25,0.33,0.16,0.00
0.00,0.48,0.44,0.64,0.56,0.44,0.00
0.00,0.09,0.08,0.12,0.10,0.33,0.28
0.00,0.18,0.42,0.22,0.17,0.12,0.00
0.00,0.16,0.15,0.22,0.18,0.14,0.15
0.00,0.63,0.44,0.65,0.54,0.40,0.00
0.00,0.23,0.19,0.29,0.23,0.18,0.00
0.00,0.42,0.21,0.31,0.47,0.20,0.00
0.00,0.37,0.15,0.22,0.36,0.14,0.00
0.00,0.44,0.11,0.16,0.18,0.10,0.00
0.00,0.50,0.23,0.33,0.33,0.21,0.00
0.00,0.44,0.19,0.27,0.29,0.17,0.00
0.00,0.38,0.09,0.14,0.19,0.09,0.12
0.00,0.15,0.12,0.17,0.32,0.12,0.11
0.00,0.22,0.17,0.25,0.20,0.15,0.01
0.00,0.12,0.11,0.16,0.15,0.87,0.00
0.00,0.28,0.25,0.37,0.31,0.90,0.00
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.47,0.78,0.62,0.52,0.39,0.00
0.00,0.31,0.23,0.39,0.27,0.20,0.00
0.00,0.25,0.16,0.25,0.19,0.14,0.01
0.00,0.45,0.41,0.60,0.50,0.47,0.00
0.00,0.24,0.22,0.32,0.47,0.25,0.00
0.00,0.29,0.26,0.39,0.32,0.38,0.00
0.00,0.37,0.31,0.45,0.40,0.29,0.00
0.00,0.23,0.57,0.29,0.24,0.18,0.00
0.00,0.18,0.16,0.24,0.20,0.19,0.04
0.00,0.35,0.32,0.46,0.38,0.30,0.00
0.00,0.28,0.26,0.38,0.31,0.87,0.00
0.00,0.28,0.43,0.32,0.26,0.19,0.00
0.00,0.18,0.16,0.23,0.19,0.15,0.10
0.00,0.30,0.29,0.36,0.29,0.22,0.00
0.00,0.13,0.12,0.17,0.14,0.98,0.00
0.00,0.26,0.21,0.28,0.23,0.17,0.00
0.00,0.23,0.21,0.31,0.26,0.22,0.00
0.00,0.20,0.18,0.27,0.22,0.31,0.00
0.00,0.19,0.85,0.25,0.20,0.15,0.00
0.00,0.25,0.25,0.32,0.22,0.16,0.00
0.00,0.36,0.34,0.49,0.37,0.27,0.00
0.00,0.20,0.15,0.26,0.17,0.12,0.09
0.00,0.22,0.25,0.31,0.19,0.14,0.00
0.00,0.22,0.23,0.27,0.18,0.12,0.00
0.00,0.42,0.42,0.54,0.43,0.31,0.00
0.00,0.25,0.22,0.30,0.22,0.16,0.00
0.00,0.24,0.22,0.32,0.27,0.21,0.00
0.00,0.27,0.19,0.28,0.22,0.16,0.00
0.00,0.22,0.17,0.24,0.22,0.16,0.00
0.00,0.17,0.15,0.23,0.19,0.95,0.00
0.00,0.43,0.13,0.19,0.20,0.12,0.00
0.00,0.57,0.74,0.76,0.63,0.47,0.00
0.00,0.15,0.13,0.20,0.16,0.78,0.00
0.00,0.28,0.22,0.33,0.29,0.21,0.00
0.00,0.11,0.10,0.15,0.12,0.20,0.31
0.00,0.14,0.12,0.18,0.16,0.78,0.00
0.00,0.39,0.36,0.52,0.43,0.50,0.00
0.00,0.09,0.08,0.13,0.10,0.89,0.00
0.00,0.16,0.15,0.22,0.18,0.95,0.00
0.00,0.18,0.16,0.24,0.28,0.22,0.00
0.00,0.17,0.15,0.22,0.18,0.92,0.00
0.00,0.55,0.50,0.73,0.60,0.53,0.00
0.00,0.16,0.14,0.21,0.17,0.96,0.00
0.00,0.48,0.19,0.28,0.47,0.17,0.00
0.00,0.25,0.22,0.33,0.27,0.84,0.00
0.00,0.28,0.15,0.22,0.29,0.15,0.00
0.00,0.43,0.50,0.57,0.46,0.34,0.00
0.00,0.20,0.18,0.26,0.22,0.96,0.00
0.00,0.12,0.10,0.15,0.14,0.84,0.00
0.00,0.34,0.31,0.45,0.37,0.42,0.00
0.00,0.26,0.24,0.35,0.29,0.92,0.00
0.00,0.18,0.15,0.22,0.27,0.17,0.02
0.00,0.29,0.26,0.38,0.32,0.44,0.00
0.00,0.25,0.22,0.32,0.27,0.21,0.00
0.00,0.25,0.22,0.33,0.27,0.93,0.00
0.00,0.20,0.18,0.26,0.22,0.18,0.00
0.00,0.09,0.08,0.12,0.11,0.90,0.00
0.00,0.17,0.15,0.22,0.18,0.90,0.00
0.00,0.25,0.23,0.34,0.28,0.91,0.00
0.00,0.40,0.34,0.50,0.41,0.30,0.00
0.00,0.39,0.35,0.51,0.43,0.33,0.00
0.00,0.12,0.11,0.16,0.13,0.99,0.00
0.00,0.46,0.40,0.59,0.52,0.39,0.00
0.00,0.32,0.17,0.24,0.70,0.15,0.00
0.00,0.26,0.24,0.34,0.29,0.24,0.00
0.00,0.43,0.18,0.26,0.24,0.16,0.00
0.00,0.37,0.33,0.48,0.40,0.31,0.00
0.00,0.13,0.12,0.17,0.14,1.00,0.00
0.00,0.20,0.18,0.26,0.22,0.82,0.00
0.00,0.37,0.29,0.43,0.35,0.27,0.00
0.00,0.28,0.25,0.36,0.30,0.25,0.00
0.00,0.21,0.19,0.28,0.23,0.89,0.00
0.00,0.18,0.15,0.21,0.18,0.14,0.13
0.00,0.24,0.17,0.26,0.21,0.19,0.00
0.00,0.20,0.18,0.27,0.22,0.21,0.00
0.00,0.45,0.31,0.46,0.38,0.29,0.00
0.00,0.16,0.14,0.20,0.17,0.14,0.19
0.00,0.12,0.11,0.16,0.13,0.11,0.37
0.00,0.16,0.89,0.22,0.18,0.13,0.00
0.00,0.15,0.13,0.19,0.16,0.99,0.00
0.00,0.40,0.24,0.34,0.63,0.22,0.00
0.00,0.27,0.20,0.29,0.70,0.19,0.00
0.00,0.25,0.12,0.17,0.97,0.11,0.00
0.00,0.19,0.17,0.24,0.78,0.17,0.00
0.00,0.38,0.35,0.51,0.42,0.65,0.00
0.00,0.20,0.18,0.26,0.22,0.93,0.00
0.00,0.11,0.10,0.15,0.12,0.96,0.00
0.00,0.20,0.18,0.26,0.22,0.38,0.00
0.00,0.21,0.19,0.28,0.23,0.31,0.00
0.00,0.17,0.15,0.22,0.18,0.30,0.00
0.00,0.18,0.16,0.24,0.21,0.87,0.00
0.00,0.26,0.23,0.34,0.28,0.35,0.00
0.00,0.11,0.90,0.14,0.12,0.09,0.00
0.00,0.23,0.21,0.31,0.26,0.46,0.00
0.00,0.22,0.20,0.29,0.24,0.71,0.00
0.00,0.25,0.22,0.33,0.27,0.21,0.00
0.00,0.17,0.15,0.21,0.18,0.18,0.12
0.00,0.29,0.26,0.38,0.32,0.26,0.00
0.00,0.12,0.11,0.16,0.13,0.78,0.00
0.00,0.11,0.06,0.09,1.00,0.06,0.00
0.00,0.16,0.13,0.20,1.00,0.14,0.00
0.00,0.15,0.12,0.17,1.00,0.11,0.00
0.00,0.46,0.28,0.40,0.37,0.25,0.00
0.00,0.36,0.33,0.49,0.40,0.47,0.00
0.00,0.17,0.16,0.23,0.19,0.96,0.00
0.00,0.10,0.09,0.13,0.10,0.94,0.00
0.00,0.20,0.18,0.26,0.22,0.87,0.00
0.00,0.12,0.11,0.16,0.16,0.87,0.00
0.00,0.17,0.15,0.22,0.18,0.31,0.00
0.00,0.27,0.25,0.36,0.30,0.36,0.00
0.00,0.16,0.15,0.21,0.18,0.99,0.00
0.00,0.28,0.26,0.38,0.31,0.88,0.00
0.00,0.36,0.33,0.48,0.40,0.34,0.00
0.00,0.30,0.23,0.33,0.26,0.19,0.00
0.00,0.24,0.22,0.31,0.26,0.24,0.00
0.00,0.12,0.11,0.16,0.13,1.00,0.00
0.00,0.58,0.52,0.76,0.71,0.48,0.00
0.00,0.23,0.97,0.30,0.25,0.19,0.00
0.00,0.10,0.08,0.12,0.12,0.88,0.00
0.00,0.36,0.18,0.23,0.20,0.13,0.00
0.00,0.35,0.44,0.44,0.36,0.26,0.00
